Punto_De_Venta,Tipo_De_Comprobante,Numero_De_Comprobante,Fecha_Emision,Fecha_Vencimiento,Fecha_Pago,Estado,CUIT/CUIL,Razon_Social,Condicion,SubTotal,,
95517,FCB,39303210,16/7/2019,28/8/2019,null,Pendiente de pago,10-30860482-3,Persona 2288,Responsable Inscripto,"2.725.419,00",,
42334,FCB,48305792,3/2/2018,21/2/2018,null,Pendiente de pago,84-12353543-2,Persona 1607,Responsable Inscripto,"276.421,00",,
89066,FCEA,43289869,13/6/2024,11/7/2024,20/7/2024,Vencido,70-69847558-0,Persona 1667,IVA Sujeto Exento,"2.804.771,00",,
10704,FCEA,20067997,3/7/2018,21/7/2018,7/7/2018,Pagado,93-19951076-6,Empresa 1010 SAS,Responsable Inscripto,"2.045.227,00",,
57461,FCC,54740242,8/9/2018,18/10/2018,null,Pendiente de pago,93-40985404-6,Persona 2078,Responsable Inscripto,"3.089.618,00",,
12710,FCEA,41868279,20/12/2019,25/1/2020,null,Pendiente de pago,24-49199878-2,Empresa 2154 SRL,Régimen Simplificado,"4.227.448,00",,
75338,FCA,44523435,18/11/2022,17/12/2022,null,Pendiente de pago,28-66070486-6,Persona 1574,Responsable Inscripto,"1.833.854,00",,
74106,FCC,44786182,29/1/2024,29/2/2024,null,Pendiente de pago,19-75529075-0,Persona 210,Régimen Simplificado,"245.944,00",,
86301,FCEA,22743917,9/5/2021,5/7/2021,6/7/2021,Vencido,86-56020231-1,Persona 2277,Régimen Simplificado,"3.280.677,00",,
42771,FCA,10279052,9/10/2020,26/10/2020,10/11/2020,Vencido,65-72378382-5,Persona 450,Responsable Inscripto,"2.890.158,00",,
79760,FCC,51547996,2/6/2023,1/8/2023,23/7/2023,Pagado,40-16499000-5,Persona 2469,Régimen Simplificado,"3.975.575,00",,
23483,FCEA,86796761,27/2/2021,26/3/2021,24/4/2021,Vencido,66-65328141-7,Empresa 1011 SRL,Régimen Simplificado,"2.778.667,00",,
65721,FCA,79175475,1/10/2018,12/10/2018,28/10/2018,Vencido,21-38219663-1,Empresa 55 SRL,IVA Sujeto Exento,"4.113.262,00",,
83368,FCB,99807316,2/11/2015,6/11/2015,25/12/2015,Vencido,51-98333587-7,Empresa 733 SAS,IVA Sujeto Exento,"2.636.985,00",,
69877,FCB,30032003,23/1/2015,17/3/2015,22/3/2015,Vencido,37-64082255-0,Empresa 2058 S.A.,Responsable Inscripto,"4.638.609,00",,
43454,FCEA,47177032,13/1/2020,21/2/2020,7/2/2020,Pagado,91-46790979-3,Empresa 929 S.A.,Régimen Simplificado,"3.857.824,00",,
53612,FCEA,92502458,20/2/2018,7/3/2018,31/3/2018,Vencido,27-84869324-2,Empresa 2595 SAS,IVA Sujeto Exento,"245.190,00",,
33868,FCA,32783192,8/10/2021,23/11/2021,30/10/2021,Pagado,72-58579147-0,Persona 638,Régimen Simplificado,"1.101.643,00",,
93811,FCB,86753439,20/6/2014,15/8/2014,30/7/2014,Pagado,54-55862659-4,Empresa 157 SAS,IVA Sujeto Exento,"794.075,00",,
87432,FCA,26162237,25/4/2021,7/6/2021,23/6/2021,Vencido,84-44117868-7,Empresa 678 SAS,Responsable Inscripto,"3.563.848,00",,
97094,FCA,75723840,1/10/2020,9/10/2020,26/11/2020,Vencido,23-61130632-5,Empresa 842 SAS,IVA Sujeto Exento,"2.453.807,00",,
85971,FCEA,16783414,18/3/2014,5/4/2014,null,Pendiente de pago,80-54344581-3,Empresa 216 S.A.,Régimen Simplificado,"54.343,00",,
64701,FCA,11592018,14/3/2015,8/4/2015,null,Pendiente de pago,39-84228297-9,Persona 623,Régimen Simplificado,"196.378,00",,
56426,FCC,34624873,28/3/2017,11/4/2017,22/4/2017,Vencido,61-24559982-7,Empresa 1319 SRL,Régimen Simplificado,"68.657,00",,
44680,FCEA,19946713,14/2/2020,27/3/2020,null,Pendiente de pago,90-84253369-6,Persona 2350,IVA Sujeto Exento,"1.590.319,00",,
64759,FCC,40379719,17/3/2014,10/5/2014,null,Pendiente de pago,90-87222020-4,Persona 1620,IVA Sujeto Exento,"1.326.679,00",,
53668,FCEA,56915479,6/1/2018,2/2/2018,13/2/2018,Vencido,29-27950345-4,Persona 1841,IVA Sujeto Exento,"3.651.787,00",,
74860,FCC,27979194,20/12/2018,6/2/2019,null,Pendiente de pago,74-99448588-3,Persona 52,Responsable Inscripto,"3.813.096,00",,
97755,FCB,67055553,10/6/2014,12/7/2014,null,Pendiente de pago,37-82574059-8,Empresa 1211 S.A.,Responsable Inscripto,"89.350,00",,
12529,FCB,14689423,16/11/2018,3/1/2019,20/11/2018,Pagado,80-42539671-5,Persona 1843,Régimen Simplificado,"3.953.593,00",,
32534,FCEA,57589402,12/12/2023,3/2/2024,17/12/2023,Pagado,12-87737996-2,Empresa 196 SRL,Régimen Simplificado,"2.276.834,00",,
76363,FCEA,90110418,19/6/2016,23/6/2016,null,Pendiente de pago,95-18004872-8,Empresa 601 SRL,Responsable Inscripto,"4.086.768,00",,
92549,FCC,12127967,22/5/2018,13/6/2018,26/5/2018,Pagado,81-41294138-3,Persona 1079,Responsable Inscripto,"1.720.839,00",,
45713,FCA,77469341,9/1/2016,29/2/2016,23/1/2016,Pagado,75-99441517-5,Empresa 126 SAS,Régimen Simplificado,"3.310.544,00",,
26460,FCB,40588094,6/8/2016,30/8/2016,11/9/2016,Vencido,11-74060754-1,Persona 534,Régimen Simplificado,"319.919,00",,
22278,FCB,56435144,25/5/2023,24/6/2023,17/6/2023,Pagado,31-87299784-0,Persona 178,Régimen Simplificado,"3.857.778,00",,
20766,FCC,88745159,11/10/2018,10/12/2018,null,Pendiente de pago,59-63309925-1,Persona 915,Régimen Simplificado,"1.768.773,00",,
62998,FCB,47555394,25/11/2018,23/1/2019,null,Pendiente de pago,68-44115597-0,Persona 1794,Responsable Inscripto,"3.157.076,00",,
27863,FCB,28571240,22/1/2015,20/2/2015,21/3/2015,Vencido,97-66032127-3,Persona 1438,Régimen Simplificado,"3.119.421,00",,
45971,FCA,35725906,16/3/2017,2/4/2017,null,Pendiente de pago,36-95087610-6,Empresa 639 SAS,IVA Sujeto Exento,"242.975,00",,
88285,FCA,13648654,28/3/2023,25/4/2023,18/4/2023,Pagado,16-40987456-4,Empresa 1208 SRL,Régimen Simplificado,"3.745.077,00",,
20014,FCEA,89404286,23/6/2015,3/7/2015,null,Pendiente de pago,76-47358896-1,Persona 1849,Régimen Simplificado,"2.487.332,00",,
51689,FCC,10540315,17/12/2021,12/2/2022,1/1/2022,Pagado,60-19404062-7,Persona 2235,Régimen Simplificado,"2.142.622,00",,
45466,FCB,91023984,12/1/2019,27/2/2019,6/3/2019,Vencido,99-75699533-3,Empresa 215 SRL,Régimen Simplificado,"1.345.237,00",,
64750,FCC,55204202,8/9/2017,29/10/2017,7/10/2017,Pagado,47-87071788-2,Persona 2480,Régimen Simplificado,"4.915.266,00",,
46118,FCB,53991526,25/9/2021,11/10/2021,null,Pendiente de pago,20-61484061-4,Empresa 344 S.A.,IVA Sujeto Exento,"2.943.856,00",,
87845,FCB,53168503,10/9/2014,11/10/2014,7/10/2014,Pagado,36-47563605-7,Persona 2496,Régimen Simplificado,"3.572.438,00",,
63727,FCB,68416053,2/1/2014,27/2/2014,25/2/2014,Pagado,32-66436195-1,Empresa 368 S.A.,Responsable Inscripto,"3.127.945,00",,
94714,FCC,63501729,19/9/2023,3/10/2023,null,Pendiente de pago,17-27837218-7,Empresa 663 SRL,IVA Sujeto Exento,"3.475.812,00",,
94632,FCEA,96813827,17/5/2024,30/6/2024,19/5/2024,Pagado,82-44679346-1,Persona 150,Responsable Inscripto,"1.749.213,00",,
46055,FCC,28466277,5/12/2021,5/1/2022,15/12/2021,Pagado,76-23042343-5,Persona 73,Régimen Simplificado,"896.651,00",,
97365,FCEA,52576698,6/5/2020,2/6/2020,9/6/2020,Vencido,37-50326101-6,Persona 887,Régimen Simplificado,"865.967,00",,
68329,FCB,16390891,19/8/2019,14/10/2019,19/9/2019,Pagado,31-67837872-0,Persona 1905,Responsable Inscripto,"1.581.299,00",,
68613,FCB,28374996,16/6/2017,14/8/2017,18/6/2017,Pagado,89-63239704-4,Empresa 2721 S.A.,IVA Sujeto Exento,"822.052,00",,
50492,FCB,98767284,16/4/2020,17/4/2020,6/5/2020,Vencido,74-58122348-9,Empresa 2510 SRL,IVA Sujeto Exento,"1.740.252,00",,
77533,FCC,19758920,20/1/2020,8/3/2020,null,Pendiente de pago,14-92174056-2,Empresa 1970 SAS,Régimen Simplificado,"878.705,00",,
23599,FCC,94805656,17/11/2016,25/11/2016,17/12/2016,Vencido,24-45525912-5,Empresa 134 SAS,Responsable Inscripto,"44.382,00",,
25358,FCB,70220570,31/8/2022,18/9/2022,null,Pendiente de pago,76-98090115-0,Persona 539,Responsable Inscripto,"1.713.864,00",,
92341,FCA,84740731,23/1/2022,1/2/2022,null,Pendiente de pago,88-24027818-2,Persona 1734,Responsable Inscripto,"4.075.256,00",,
66206,FCC,31167763,10/1/2021,8/3/2021,26/2/2021,Pagado,84-70624242-6,Persona 2033,Régimen Simplificado,"3.273.655,00",,
54518,FCEA,20735047,2/3/2022,9/3/2022,null,Pendiente de pago,42-17029424-2,Empresa 2237 SAS,Responsable Inscripto,"715.551,00",,
19214,FCC,98484251,11/5/2015,16/6/2015,28/5/2015,Pagado,17-14885815-3,Empresa 2860 SAS,IVA Sujeto Exento,"1.361.204,00",,
84931,FCEA,80400417,6/10/2016,16/10/2016,null,Pendiente de pago,33-15090299-0,Empresa 514 S.A.,Régimen Simplificado,"3.812.012,00",,
45713,FCEA,55092272,20/8/2021,19/9/2021,22/9/2021,Vencido,75-99441517-5,Empresa 126 SAS,Régimen Simplificado,"1.745.797,00",,
89723,FCEA,45380133,19/4/2023,21/4/2023,29/4/2023,Vencido,46-51706345-7,Empresa 2084 SAS,IVA Sujeto Exento,"791.472,00",,
34381,FCEA,67125684,14/3/2019,20/3/2019,null,Pendiente de pago,96-55157321-4,Persona 607,Responsable Inscripto,"3.047.784,00",,
84931,FCB,85308204,11/12/2015,9/2/2016,1/1/2016,Pagado,33-15090299-0,Empresa 514 S.A.,Régimen Simplificado,"3.909.734,00",,
88235,FCC,12245147,3/11/2019,27/11/2019,null,Pendiente de pago,46-75086487-1,Persona 2598,IVA Sujeto Exento,"3.115.851,00",,
87712,FCA,30236495,19/1/2022,27/1/2022,9/3/2022,Vencido,70-24465052-6,Persona 195,IVA Sujeto Exento,"2.480.145,00",,
28821,FCB,56851916,23/5/2021,25/5/2021,5/7/2021,Vencido,61-50188530-5,Empresa 1270 SRL,Responsable Inscripto,"443.988,00",,
34118,FCEA,47358997,30/9/2017,27/10/2017,null,Pendiente de pago,65-31296467-0,Empresa 2342 SRL,Responsable Inscripto,"3.392.583,00",,
90527,FCEA,62617057,23/9/2015,14/10/2015,19/10/2015,Vencido,35-87311986-9,Empresa 1176 S.A.,Responsable Inscripto,"3.827.199,00",,
14356,FCB,87746313,10/12/2020,11/1/2021,31/12/2020,Pagado,73-20396991-4,Empresa 571 SAS,Responsable Inscripto,"343.052,00",,
84931,FCA,66927151,21/5/2024,14/6/2024,null,Pendiente de pago,33-15090299-0,Empresa 514 S.A.,Régimen Simplificado,"4.599.579,00",,
16498,FCB,34306216,18/5/2014,12/6/2014,null,Pendiente de pago,83-33328238-5,Empresa 497 SAS,Responsable Inscripto,"3.850.388,00",,
29533,FCC,95548078,11/3/2015,25/4/2015,21/4/2015,Pagado,88-88940504-4,Empresa 1068 S.A.,Régimen Simplificado,"631.624,00",,
39298,FCB,92728786,5/1/2017,20/2/2017,null,Pendiente de pago,86-55277539-1,Persona 2300,Régimen Simplificado,"2.358.839,00",,
12185,FCC,51583493,24/6/2014,1/8/2014,6/8/2014,Vencido,95-37021698-8,Persona 309,Responsable Inscripto,"1.252.081,00",,
93507,FCEA,70459340,31/5/2019,3/6/2019,null,Pendiente de pago,94-99547514-4,Persona 1596,Responsable Inscripto,"1.228.195,00",,
56426,FCEA,60766564,3/1/2014,22/1/2014,null,Pendiente de pago,61-24559982-7,Empresa 1319 SRL,Régimen Simplificado,"4.484.605,00",,
23483,FCB,61594361,1/9/2021,4/9/2021,13/10/2021,Vencido,66-65328141-7,Empresa 1011 SRL,Régimen Simplificado,"904.982,00",,
56426,FCB,87314465,25/6/2023,15/7/2023,22/7/2023,Vencido,61-24559982-7,Empresa 1319 SRL,Régimen Simplificado,"3.174.598,00",,
62404,FCA,82198505,20/11/2017,8/12/2017,13/1/2018,Vencido,80-57545592-8,Persona 1877,Régimen Simplificado,"1.367.539,00",,
46744,FCA,43286731,3/9/2024,12/10/2024,13/10/2024,Vencido,15-12318780-8,Persona 1237,Régimen Simplificado,"541.328,00",,
37965,FCEA,29248691,6/8/2024,1/9/2024,4/9/2024,Vencido,15-54266394-7,Persona 2224,Régimen Simplificado,"3.257.692,00",,
95080,FCB,14687697,6/9/2014,12/9/2014,null,Pendiente de pago,63-32004383-1,Persona 1626,Régimen Simplificado,"472.793,00",,
39133,FCC,62340678,19/6/2018,17/8/2018,25/7/2018,Pagado,43-94427447-4,Persona 2873,Responsable Inscripto,"4.783.247,00",,
64785,FCB,68259134,2/3/2018,6/4/2018,18/4/2018,Vencido,24-91073844-3,Empresa 2416 S.A.,Responsable Inscripto,"390.112,00",,
40063,FCA,68691511,16/6/2018,7/8/2018,1/8/2018,Pagado,58-66998942-7,Empresa 1720 SRL,IVA Sujeto Exento,"4.928.496,00",,
94666,FCEA,42736979,13/11/2024,10/12/2024,21/12/2024,Vencido,22-41658348-5,Empresa 878 SAS,Responsable Inscripto,"3.604.604,00",,
35408,FCB,22747829,26/10/2019,21/11/2019,21/12/2019,Vencido,85-95501920-8,Persona 972,Régimen Simplificado,"3.421.027,00",,
64785,FCA,74831507,16/9/2017,23/10/2017,null,Pendiente de pago,24-91073844-3,Empresa 2416 S.A.,Responsable Inscripto,"2.287.838,00",,
54518,FCA,63416295,4/10/2021,2/11/2021,31/10/2021,Pagado,42-17029424-2,Empresa 2237 SAS,Responsable Inscripto,"1.603.084,00",,
95138,FCA,99141369,5/3/2016,7/3/2016,null,Pendiente de pago,10-15601105-2,Empresa 2869 SRL,IVA Sujeto Exento,"1.377.069,00",,
12185,FCA,39251980,1/12/2017,26/1/2018,null,Pendiente de pago,95-37021698-8,Persona 309,Responsable Inscripto,"4.968.049,00",,
38775,FCEA,20572897,8/6/2018,13/6/2018,null,Pendiente de pago,75-32281107-8,Persona 836,IVA Sujeto Exento,"3.066.763,00",,
31177,FCA,62170637,18/5/2022,27/6/2022,7/6/2022,Pagado,40-48272196-2,Empresa 2119 SAS,Responsable Inscripto,"3.767.958,00",,
63837,FCA,92830923,8/5/2016,23/6/2016,17/6/2016,Pagado,62-82343859-7,Empresa 2323 SRL,IVA Sujeto Exento,"2.971.912,00",,
35887,FCEA,26030248,14/9/2021,9/10/2021,29/9/2021,Pagado,83-25859552-7,Persona 1954,Régimen Simplificado,"1.811.842,00",,
65721,FCC,15322671,28/2/2021,4/3/2021,9/4/2021,Vencido,21-38219663-1,Empresa 55 SRL,IVA Sujeto Exento,"4.999.357,00",,
37965,FCA,95690911,14/5/2024,29/5/2024,17/5/2024,Pagado,15-54266394-7,Persona 2224,Régimen Simplificado,"3.323.691,00",,
99315,FCA,64010485,5/7/2016,6/8/2016,20/7/2016,Pagado,72-22327499-2,Persona 770,Responsable Inscripto,"2.546.233,00",,
25154,FCC,93303921,14/6/2020,17/6/2020,25/7/2020,Vencido,28-77678688-5,Persona 2828,Régimen Simplificado,"3.395.769,00",,
23165,FCB,59447535,29/11/2023,20/1/2024,17/12/2023,Pagado,64-40482674-4,Empresa 986 SRL,Responsable Inscripto,"1.244.969,00",,
10976,FCC,15946677,1/7/2015,15/7/2015,13/7/2015,Pagado,30-99482197-6,Empresa 50 S.A.,IVA Sujeto Exento,"925.488,00",,
24233,FCC,76234860,5/11/2019,12/12/2019,28/12/2019,Vencido,20-77052589-7,Persona 1073,Régimen Simplificado,"4.938.935,00",,
78341,FCB,53142376,7/11/2014,2/12/2014,8/11/2014,Pagado,72-19178639-9,Persona 2631,Régimen Simplificado,"2.673.677,00",,
84931,FCEA,64496393,3/7/2022,13/8/2022,27/8/2022,Vencido,33-15090299-0,Empresa 514 S.A.,Régimen Simplificado,"131.664,00",,
25921,FCEA,88321256,10/10/2020,7/11/2020,null,Pendiente de pago,49-42627842-4,Persona 155,Responsable Inscripto,"3.739.583,00",,
62404,FCEA,71815267,1/9/2020,6/10/2020,27/9/2020,Pagado,80-57545592-8,Persona 1877,Régimen Simplificado,"2.289.653,00",,
87987,FCA,23528972,25/4/2017,12/6/2017,null,Pendiente de pago,16-40577511-3,Persona 1884,IVA Sujeto Exento,"4.732.496,00",,
47936,FCB,22521036,7/1/2019,1/3/2019,7/2/2019,Pagado,94-38787048-5,Empresa 148 SAS,Régimen Simplificado,"1.234.535,00",,
19791,FCC,95895169,3/8/2021,22/8/2021,5/9/2021,Vencido,63-62019830-6,Persona 1021,Régimen Simplificado,"1.645.187,00",,
11235,FCB,96670451,27/6/2014,17/7/2014,10/7/2014,Pagado,39-54765908-5,Persona 348,Responsable Inscripto,"381.268,00",,
45138,FCB,30914283,23/4/2015,30/5/2015,21/5/2015,Pagado,67-10046996-9,Persona 2436,Régimen Simplificado,"2.695.368,00",,
10976,FCC,41512381,19/10/2020,27/10/2020,null,Pendiente de pago,30-99482197-6,Empresa 50 S.A.,IVA Sujeto Exento,"160.564,00",,
69297,FCEA,60695811,27/6/2022,24/7/2022,null,Pendiente de pago,68-49429680-9,Persona 544,Responsable Inscripto,"568.907,00",,
19644,FCC,30211510,5/4/2023,22/4/2023,null,Pendiente de pago,28-63858841-4,Persona 2716,Régimen Simplificado,"308.691,00",,
11694,FCA,29121184,7/12/2015,30/12/2015,19/1/2016,Vencido,51-78673288-3,Persona 2302,Régimen Simplificado,"2.705.209,00",,
13888,FCC,35614308,18/12/2018,1/2/2019,null,Pendiente de pago,78-23869780-8,Empresa 939 SAS,Responsable Inscripto,"919.329,00",,
85971,FCB,69079312,6/8/2020,18/8/2020,null,Pendiente de pago,80-54344581-3,Empresa 216 S.A.,Régimen Simplificado,"3.744.378,00",,
17490,FCA,40443106,8/1/2024,24/1/2024,null,Pendiente de pago,61-40622624-3,Empresa 1971 S.A.,Régimen Simplificado,"227.079,00",,
79728,FCEA,15133241,16/3/2018,6/5/2018,1/4/2018,Pagado,61-55374457-5,Empresa 706 SAS,Régimen Simplificado,"2.625.766,00",,
12775,FCB,77008060,18/5/2020,16/6/2020,2/6/2020,Pagado,98-65218323-6,Empresa 1534 SAS,Responsable Inscripto,"138.972,00",,
14296,FCB,57896810,14/10/2015,11/11/2015,null,Pendiente de pago,37-42025066-3,Empresa 47 SAS,Responsable Inscripto,"3.982.908,00",,
14807,FCEA,58476203,19/2/2016,10/3/2016,28/3/2016,Vencido,72-48674262-4,Persona 523,Responsable Inscripto,"1.734.159,00",,
12655,FCC,92832060,15/1/2017,6/3/2017,25/1/2017,Pagado,46-41474212-3,Empresa 2245 SRL,Régimen Simplificado,"1.534.778,00",,
86509,FCEA,26353787,15/1/2014,31/1/2014,7/3/2014,Vencido,99-64399835-2,Persona 1906,IVA Sujeto Exento,"330.726,00",,
22278,FCA,17123994,24/1/2022,9/2/2022,null,Pendiente de pago,31-87299784-0,Persona 178,Régimen Simplificado,"2.355.762,00",,
88608,FCA,57963807,31/8/2023,13/10/2023,25/10/2023,Vencido,48-37819054-6,Empresa 908 S.A.,Responsable Inscripto,"2.667.735,00",,
83757,FCA,22581071,2/9/2022,13/10/2022,10/9/2022,Pagado,58-52478354-4,Persona 1686,Régimen Simplificado,"173.938,00",,
82182,FCEA,32176984,4/2/2019,24/2/2019,null,Pendiente de pago,82-48895532-0,Empresa 2694 S.A.,Responsable Inscripto,"1.754.398,00",,
93780,FCEA,85898689,3/11/2021,14/11/2021,12/11/2021,Pagado,27-53358980-2,Empresa 214 S.A.,Régimen Simplificado,"3.270.553,00",,
83368,FCB,14620881,1/3/2024,1/4/2024,null,Pendiente de pago,51-98333587-7,Empresa 733 SAS,IVA Sujeto Exento,"3.532.235,00",,
63198,FCEA,15430240,22/8/2014,16/10/2014,null,Pendiente de pago,34-77215437-9,Empresa 1368 SAS,Responsable Inscripto,"2.884.712,00",,
19214,FCEA,64597160,23/6/2020,17/8/2020,5/7/2020,Pagado,17-14885815-3,Empresa 2860 SAS,IVA Sujeto Exento,"1.712.737,00",,
40232,FCC,23321288,15/3/2020,8/5/2020,26/3/2020,Pagado,17-66223363-8,Persona 1492,Régimen Simplificado,"2.074.399,00",,
73817,FCEA,61659302,23/1/2018,14/3/2018,null,Pendiente de pago,10-93061263-1,Empresa 570 S.A.,Régimen Simplificado,"195.062,00",,
66206,FCB,71523638,5/10/2022,16/10/2022,19/10/2022,Vencido,84-70624242-6,Persona 2033,Régimen Simplificado,"1.338.392,00",,
42853,FCC,72890148,24/5/2024,4/7/2024,16/7/2024,Vencido,91-55056274-5,Persona 2654,Responsable Inscripto,"1.456.028,00",,
26460,FCEA,84099656,8/3/2018,17/4/2018,null,Pendiente de pago,11-74060754-1,Persona 534,Régimen Simplificado,"4.797.025,00",,
94714,FCC,39496723,13/11/2016,17/11/2016,22/11/2016,Vencido,17-27837218-7,Empresa 663 SRL,IVA Sujeto Exento,"3.022.681,00",,
75223,FCEA,82482791,6/8/2020,28/8/2020,null,Pendiente de pago,38-54614621-9,Empresa 2992 S.A.,Responsable Inscripto,"3.867.357,00",,
65734,FCB,75593772,6/11/2014,8/11/2014,26/11/2014,Vencido,14-37776105-5,Empresa 876 SAS,IVA Sujeto Exento,"2.611.805,00",,
46118,FCC,29128962,7/1/2017,24/1/2017,28/1/2017,Vencido,20-61484061-4,Empresa 344 S.A.,IVA Sujeto Exento,"3.907.621,00",,
87845,FCA,27720477,7/9/2017,9/10/2017,28/9/2017,Pagado,36-47563605-7,Persona 2496,Régimen Simplificado,"1.825.854,00",,
45138,FCB,35332742,4/12/2020,15/12/2020,26/1/2021,Vencido,67-10046996-9,Persona 2436,Régimen Simplificado,"2.768.942,00",,
94774,FCEA,74343714,11/10/2018,17/11/2018,8/12/2018,Vencido,33-33092693-2,Empresa 2019 SRL,Régimen Simplificado,"2.492.233,00",,
31220,FCB,12651707,21/5/2018,23/6/2018,null,Pendiente de pago,37-60255124-8,Empresa 2442 S.A.,IVA Sujeto Exento,"719.293,00",,
87845,FCC,42745675,29/7/2024,16/9/2024,30/8/2024,Pagado,36-47563605-7,Persona 2496,Régimen Simplificado,"1.116.443,00",,
12535,FCC,22903057,12/12/2020,27/1/2021,31/1/2021,Vencido,41-28194495-2,Persona 897,Responsable Inscripto,"2.195.744,00",,
13063,FCEA,70049105,3/9/2016,20/10/2016,null,Pendiente de pago,28-27626648-5,Persona 2266,IVA Sujeto Exento,"89.115,00",,
79728,FCB,65174885,26/2/2024,4/3/2024,14/4/2024,Vencido,61-55374457-5,Empresa 706 SAS,Régimen Simplificado,"1.650.849,00",,
24314,FCEA,27896771,26/12/2020,22/1/2021,null,Pendiente de pago,28-15812680-0,Persona 837,Responsable Inscripto,"2.969.204,00",,
94666,FCB,45085666,29/11/2020,5/12/2020,null,Pendiente de pago,22-41658348-5,Empresa 878 SAS,Responsable Inscripto,"1.891.523,00",,
14356,FCC,24178716,19/3/2020,10/4/2020,null,Pendiente de pago,73-20396991-4,Empresa 571 SAS,Responsable Inscripto,"4.621.055,00",,
55973,FCB,76762591,5/9/2016,30/10/2016,null,Pendiente de pago,67-20760831-7,Persona 1039,IVA Sujeto Exento,"4.932.325,00",,
77533,FCEA,73820345,15/2/2019,25/2/2019,12/4/2019,Vencido,14-92174056-2,Empresa 1970 SAS,Régimen Simplificado,"3.641.476,00",,
24336,FCC,58292867,29/12/2019,27/2/2020,17/1/2020,Pagado,61-39081804-6,Empresa 272 S.A.,IVA Sujeto Exento,"1.505.698,00",,
89066,FCEA,98820318,18/12/2024,16/2/2025,15/1/2025,Pagado,70-69847558-0,Persona 1667,IVA Sujeto Exento,"386.619,00",,
78784,FCC,27441202,4/10/2024,6/10/2024,null,Pendiente de pago,69-69959140-5,Empresa 611 SAS,Responsable Inscripto,"1.255.518,00",,
29351,FCA,14348389,27/5/2017,19/6/2017,12/6/2017,Pagado,37-99655313-9,Persona 1669,Responsable Inscripto,"3.903.597,00",,
67185,FCB,98901912,28/1/2017,8/3/2017,23/2/2017,Pagado,12-94236586-3,Persona 2272,Responsable Inscripto,"1.107.967,00",,
37071,FCB,76741819,15/6/2019,27/7/2019,3/8/2019,Vencido,84-17019753-3,Persona 1370,Régimen Simplificado,"132.296,00",,
64785,FCC,65511989,31/1/2024,22/3/2024,22/3/2024,Vencido,24-91073844-3,Empresa 2416 S.A.,Responsable Inscripto,"4.952.853,00",,
47503,FCC,41185526,22/12/2019,9/2/2020,14/1/2020,Pagado,87-37281199-7,Empresa 1905 SAS,Responsable Inscripto,"408.250,00",,
79214,FCA,99244313,18/3/2016,30/3/2016,17/4/2016,Vencido,82-30131888-0,Persona 2531,Régimen Simplificado,"3.716.534,00",,
15677,FCB,91030126,20/10/2020,30/11/2020,24/10/2020,Pagado,46-52501453-6,Persona 913,Régimen Simplificado,"667.735,00",,
90381,FCB,19932689,20/6/2017,20/7/2017,7/8/2017,Vencido,29-57348541-5,Empresa 623 SRL,Responsable Inscripto,"678.928,00",,
77533,FCB,16581591,10/7/2015,4/9/2015,null,Pendiente de pago,14-92174056-2,Empresa 1970 SAS,Régimen Simplificado,"3.632.297,00",,
43397,FCA,81648601,19/3/2022,21/4/2022,null,Pendiente de pago,23-88015035-4,Empresa 1593 SAS,Responsable Inscripto,"3.308.217,00",,
39376,FCA,96483953,4/4/2024,11/4/2024,18/4/2024,Vencido,72-87276855-2,Persona 134,Régimen Simplificado,"2.311.636,00",,
97365,FCEA,86542616,21/1/2022,31/1/2022,14/3/2022,Vencido,37-50326101-6,Persona 887,Régimen Simplificado,"4.085.844,00",,
61046,FCEA,55707805,4/2/2024,9/3/2024,4/3/2024,Pagado,94-65721651-5,Persona 478,Responsable Inscripto,"356.025,00",,
94632,FCA,97747092,14/6/2015,22/7/2015,23/6/2015,Pagado,82-44679346-1,Persona 150,Responsable Inscripto,"425.704,00",,
54763,FCC,91268484,20/3/2014,18/4/2014,null,Pendiente de pago,15-23123980-1,Empresa 1382 SRL,IVA Sujeto Exento,"922.765,00",,
48322,FCEA,28967953,6/3/2022,28/3/2022,23/3/2022,Pagado,64-65083304-9,Empresa 1142 SRL,Régimen Simplificado,"3.649.125,00",,
21369,FCA,23963832,16/8/2016,21/8/2016,13/10/2016,Vencido,34-25427177-8,Empresa 1717 SAS,Responsable Inscripto,"2.827.792,00",,
91597,FCC,88061224,1/12/2018,20/1/2019,null,Pendiente de pago,69-53271697-8,Persona 658,IVA Sujeto Exento,"2.901.048,00",,
13269,FCB,81696745,24/2/2022,27/2/2022,27/3/2022,Vencido,31-28077748-1,Persona 1715,Responsable Inscripto,"111.230,00",,
66206,FCA,66869912,16/1/2016,19/1/2016,29/1/2016,Vencido,84-70624242-6,Persona 2033,Régimen Simplificado,"4.617.428,00",,
84900,FCEA,79725517,6/7/2017,18/8/2017,19/7/2017,Pagado,55-95948802-2,Persona 376,Régimen Simplificado,"1.300.099,00",,
94631,FCEA,48263318,24/3/2023,9/5/2023,12/4/2023,Pagado,68-75181686-0,Empresa 2267 SRL,Responsable Inscripto,"984.937,00",,
77511,FCC,18236251,23/8/2023,25/8/2023,26/9/2023,Vencido,54-68652513-7,Persona 928,IVA Sujeto Exento,"1.874.342,00",,
51097,FCC,33742147,31/1/2023,24/2/2023,1/3/2023,Vencido,70-18015602-9,Empresa 2810 SAS,IVA Sujeto Exento,"468.532,00",,
